DATE,WHITEFLUX
54397.44265970775,1298392.6904469864
54397.451389501344,1299549.6921924849
54397.46011929494,1299724.677991375
54397.46884908854,1299612.2342574082
54397.477578882135,1299747.015942626
54397.48630867573,1299214.8493318977
54397.49503846932,1299575.6782807175
54397.50376826292,1299768.6666612062
54397.512498056516,1299262.0196234481
54397.52122785011,1299408.6110678264
54397.52995764371,1299280.3820837901
54397.53868743731,1299888.6533622018
54397.547417230904,1299150.0356068932
54397.5561470245,1299826.0930791546
54397.5648768181,1298901.907612565
54397.573606611695,1299551.543466462
54397.58233640529,1299346.43446745
54397.59106619888,1298707.9543831004
54397.59979599248,1299627.932868532
54397.608525786076,1299106.6044440472
54397.61725557967,1299238.9015802804
54397.62598537327,1299363.0584330163
54397.63471516687,1299604.7473645448
54397.643444960464,1299159.7769374936
54397.65217475406,1299954.7976724417
54397.66090454766,1299210.33617571
54397.669634341255,1299477.3718860385
54397.67836413485,1299130.356101978
54397.68709392844,1299317.9633979192
54397.69582372204,1298996.8248511497
54397.704553515636,1299127.3995435378
54397.71328330923,1299334.657811325
54397.72201310283,1299339.1096213665
54397.73074289643,1299388.6626749935
54397.739472690024,1299585.0811442977
54397.74820248362,1299507.4428189234
54397.75693227722,1298836.5117138864
54397.765662070815,1299754.4134648643
54397.77439186441,1298997.2802513419
54397.783121658,1300436.1597159598
54397.7918514516,1300677.3569173245
54397.800581245196,1298882.9517445504
54397.80931103879,1298986.9047038334
54397.81804083239,1298885.191943812
54397.82677062599,1299077.2465869738
54397.835500419584,1298968.392276556
54397.84423021318,1299484.0650625555
54397.85296000678,1298656.1287474672
54397.861689800375,1299181.9708718779
54397.87041959397,1299022.2183607288
54397.87914938756,1299356.0357252003
54397.88787918116,1298964.8501538818
54397.896608974756,1298913.622800652
54397.90533876835,1298767.5673498004
54397.91406856195,1299429.1036850074
54397.92279835555,1298925.1863920258
54397.93152814914,1299621.6200435334
54397.94025794274,1299127.3268122284
54397.94898773634,1299308.204880525
54397.957717529935,1298768.1815939036
54397.96644732353,1299325.743487941
54397.97517711712,1298559.7198432407
54397.98390691072,1299321.578888576
54397.992636704315,1298806.14087171
54398.00136649791,1299490.6784158875
54398.01009629151,1298977.9100930488
54398.01882608511,1298960.8423383054
54398.0275558787,1298331.7409632995
54398.0362856723,1299508.2422499575
54398.0450154659,1298563.4410651035
54398.053745259494,1299007.5805545528
54398.06247505309,1298340.093383603
54398.07120484668,1299014.929264854
54398.07993464028,1298547.529528191
54398.088664433875,1299109.2713107874
54398.09739422747,1298863.2466249538
54398.10612402107,1298804.8061157695
54398.114853814666,1298715.4562164017
54398.12358360826,1299159.173135144
54398.13231340186,1298409.7644927283
54398.14104319546,1298708.3433415887
54398.149772989054,1298835.9558015023
54398.15850278265,1299048.3978456531
54398.16723257624,1299246.3405492932
54398.17596236984,1298526.1301324214
54398.184692163435,1298627.146534139
54398.19342195703,1299000.7452176318
54398.20215175063,1298891.4713951105
54398.210881544226,1299039.9594783091
54398.21961133782,1299079.1708796776
54398.22834113142,1298141.4211591238
54398.23707092502,1298509.947768885
54398.245800718614,1298659.6110697119
54398.25453051221,1298326.5061460522
54398.2632603058,1298685.5649352071
54398.2719900994,1298604.1652051248
54398.280719892995,1298957.2390043337
54398.28944968659,1298814.8968003052
54398.29817948019,1298557.3691937565
54398.306909273786,1298008.7661270304
54398.31563906738,1298568.6295386376
54398.32436886098,1298459.4715158138
54398.33309865458,1298404.8491141202
54398.341828448174,1299012.0603671903
54398.35055824177,1298658.2754350784
54398.35928803536,1298969.3004881348
54398.36801782896,1299278.5665769896
54398.376747622555,1299173.7688274418
54398.38547741615,1298210.6341665278
54398.39420720975,1298487.8164466214
54398.402937003346,1298594.4234695868
54398.41166679694,1298511.9009057358
54398.42039659054,1298961.2945049454
54398.42912638414,1298341.317998163
54398.437856177734,1298716.4339197134
54398.44658597133,1298579.3059691414
54398.45531576492,1298298.083408047
54398.46404555852,1298075.9860478702
54398.472775352115,1298133.5297893388
54398.48150514571,1298220.1701792465
54398.49023493931,1298493.3300134437
54398.498964732906,1298358.256478899
54398.5076945265,1298831.2592403104
54398.5164243201,1298457.2232132165
54398.5251541137,1298852.8892551146
54398.533883907294,1298214.9470238339
54398.54261370089,1298714.505375147
54398.55134349448,1297535.4118062628
54398.56007328808,1299318.177014982
54398.568803081675,1298483.4403597838
54398.57753287527,1299615.3041728674
54398.58626266887,1298045.7114615273
54398.594992462466,1299354.5216404842
54398.60372225606,1298406.778127884
54398.61245204966,1299980.5913999036
54398.62118184326,1299772.3698939169
54398.629911636854,1298714.8056696022
54398.63864143045,1298612.5933840165
54398.64737122404,1298418.1497479305
54398.65610101764,1298310.6806837493
54398.664830811234,1298019.3698459999
54398.67356060483,1298579.792136916
54398.68229039843,1297906.9598849304
54398.691020192025,1297683.615480342
54398.69974998562,1298613.5153891707
54398.70847977922,1297808.395783103
54398.71720957282,1298044.3484675414
54398.72593936641,1298059.031397398
54398.73466916001,1298310.28054815
54398.7433989536,1297830.8028909182
54398.7521287472,1298310.7107803128
54398.760858540794,1297924.5484879129
54398.76958833439,1298452.3318585171
54398.77831812799,1299135.3937091061
54398.787047921585,1298269.2866477717
54398.79577771518,1298166.962847299
54398.80450750878,1297728.1816743612
54398.81323730238,1297875.09708007
54398.82196709597,1297916.0357127544
54398.83069688957,1298214.9402800575
54398.83942668316,1298551.3708384968
54398.84815647676,1298488.543432271
54398.856886270354,1298155.236299978
54398.86561606395,1298381.5460383522
54398.87434585755,1297962.7554237437
54398.883075651145,1298292.6643030702
54398.89180544474,1298319.2810926947
54398.90053523834,1297549.072382794
54398.909265031936,1298544.8929856962
54398.91799482553,1297188.8974232671
54398.92672461913,1298264.4460350305
54398.93545441272,1298047.910176895
54398.94418420632,1297784.2649188463
54398.952913999914,1297978.9708321306
54398.96164379351,1297744.7309878964
54398.97037358711,1297955.2201901623
54398.979103380705,1297608.3731542174
54398.9878331743,1297510.7231900105
54398.9965629679,1297860.459209567
54399.005292761496,1297887.9352836006
54399.01402255509,1298096.8767607345
54399.02275234868,1297053.829696888
54399.03148214228,1297597.9215905522
54399.04021193588,1297108.6662513122
54399.048941729474,1298712.8117123842
54399.05767152307,1297481.9567718655
54399.06640131667,1297277.6561162432
54399.075131110265,1298000.33993513
54399.08386090386,1298321.695630976
54399.09259069746,1298042.485972024
54399.101320491056,1298058.4220274219
54399.11005028465,1297225.172403844
54399.11878007824,1298733.8927705714
54399.12750987184,1297912.8178596317
54399.13623966544,1297448.9524203972
54399.144969459034,1297430.0502920677
54399.15369925263,1297910.6703191085
54399.16242904623,1297735.0328938412
54399.171158839825,1298773.8203046133
54399.17988863342,1297570.5826196177
54399.18861842702,1300792.4169309065
54399.197348220616,1298948.8732862237
54399.20607801421,1297360.0955619442
54399.2148078078,1297836.4196244294
54399.2235376014,1298537.96454202
54399.232267395,1301674.4138429207
54399.24099718859,1298409.9905911512
54399.24972698219,1297148.188018816
54399.25845677579,1303005.4327977058
54399.267186569385,1300359.8367162584
54399.27591636298,1296580.3087092713
54399.28464615658,1297604.2377042333
54399.293375950176,1298603.3543724658
54399.30210574377,1301416.958230439
54399.31083553736,1297947.28114099
54399.31956533096,1297931.7793862142
54399.32829512456,1297969.3312680472
54399.33702491815,1298699.6420813254
54399.34575471175,1297542.7364433624
54399.35448450535,1297560.7316483504
54399.363214298945,1297783.838254103
54399.37194409254,1300295.526250078
54399.38067388614,1298301.6929594579
54399.389403679736,1297719.6146309932
54399.39813347333,1298078.5850081595
54399.40686326692,1298230.1601703647
54399.41559306052,1297672.8160356996
54399.424322854116,1297514.8827610738
54399.43305264771,1297396.0311682662
54399.44178244131,1298909.991834461
54399.45051223491,1298012.9958396314
54399.459242028504,1297522.4884789248
54399.4679718221,1297546.5769913793
54399.4767016157,1298068.175109474
54399.485431409295,1297934.6934284188
54399.49416120289,1298003.341839411
54399.50289099648,1297944.2668113904
54399.51162079008,1297726.943206127
54399.520350583676,1297566.7282551348
54399.52908037727,1297952.0772684508
54399.53781017087,1297382.568560355
54399.54653996447,1297548.9374243633
54399.555269758064,1298274.0913039127
54399.56399955166,1297975.2130524716
54399.57272934526,1297212.2486015037
54399.581459138855,1298071.4597700292
54399.59018893245,1297313.7383133564
54399.59891872604,1297668.7456148672
54399.60764851964,1297147.274834917
54399.616378313236,1297671.9287118425
54399.62510810683,1298542.2148591445
54399.63383790043,1297855.259609969
54399.64256769403,1298112.5890225195
54399.651297487624,1297920.3438388815
54399.66002728122,1297644.6963100377
54399.66875707482,1297508.7282616042
54399.677486868415,1297226.637095953
54399.68621666201,1298172.1508338796
54399.6949464556,1298324.8713713854
54399.7036762492,1298024.2175882978
54399.712406042796,1297535.772259112
54399.72113583639,1297544.9955322726
54399.72986562999,1297433.018012441
54399.73859542359,1297612.4445633863
54399.747325217184,1297486.44711214
54399.75605501078,1297913.6264241887
54399.76478480438,1297090.007067174
54399.773514597975,1297714.7268572235
54399.78224439157,1297632.5411349367
54399.79097418516,1297666.985555334
54399.79970397876,1297562.2682839155
54399.808433772356,1297976.3806040909
54399.81716356595,1297340.6497576572
54399.82589335955,1297872.6894567662
54399.83462315315,1298224.7554905326
54399.843352946744,1297974.7020901605
54399.85208274034,1297488.2527799588
54399.86081253394,1297851.4523559748
54399.869542327535,1298229.6531398555
54399.87827212113,1298552.9566367597
54399.88700191472,1297986.205663959
54399.89573170832,1297062.720827267
54399.904461501916,1297375.1403767846
54399.91319129551,1297930.724175772
54399.92192108911,1297529.3437726814
54399.93065088271,1297480.2320165443
54399.939380676304,1297439.7700093926
54399.9481104699,1297827.803163892
54399.9568402635,1297667.0789904133
54399.965570057095,1297244.3407436488
54399.97429985069,1298168.8635811075
54399.98302964428,1298438.2092579477
54399.99175943788,1297435.062788103
54400.000489231476,1297399.9524564927
54400.00921902507,1297756.4379348224
54400.01794881867,1298490.8434140733
54400.02667861227,1296524.832820503
54400.03540840586,1298462.2660065203
54400.04413819946,1297756.1857785229
54400.05286799306,1297143.3465438625
54400.061597786655,1297150.877912597
54400.07032758025,1297451.03430037
54400.07905737384,1297904.8367600038
54400.08778716744,1299025.5969507713
54400.096516961035,1298428.6219816883
54400.10524675463,1297839.39783212
54400.11397654823,1297907.8011612636
54400.12270634183,1297954.5266598
54400.13143613542,1297583.1304512818
54400.14016592902,1297572.808245545
54400.14889572262,1297970.9479847709
54400.157625516214,1297880.7890746112
54400.16635530981,1297120.9041793304
54400.1750851034,1297747.2875279426
54400.183814897,1297709.4515961276
54400.192544690595,1298359.1315393844
54400.20127448419,1297773.8327179928
54400.21000427779,1297501.2490275751
54400.218734071386,1297790.8442855552
54400.22746386498,1297602.3079529307
54400.23619365858,1297587.4740295967
54400.24492345218,1298012.4050578142
54400.253653245774,1297852.5943769063
54400.26238303937,1297478.3652405192
54400.27111283296,1297499.75588991
54400.27984262656,1297500.684417958
54400.288572420155,1297187.4077326283
54400.29730221375,1298009.1301423486
54400.30603200735,1297769.2745815
54400.314761800946,1297010.569755453
54400.32349159454,1297890.2130911306
54400.33222138814,1297421.7171983046
54400.34095118174,1297414.5150455676
54400.349680975334,1297360.3427285966
54400.35841076893,1297608.4251569554
54400.36714056252,1297791.753100243
54400.37587035612,1297458.6227634319
54400.384600149715,1297437.9435469124
54400.39332994331,1297554.819422763
54400.40205973691,1297405.0311303365
54400.410789530506,1297665.4523528593
54400.4195193241,1298506.6951191612
54400.4282491177,1297422.2765412338
54400.4369789113,1297713.6880688998
54400.445708704894,1298129.1938682152
54400.45443849849,1297914.975143801
54400.46316829208,1297762.078649313
54400.47189808568,1298373.869963793
54400.480627879275,1298151.833908434
54400.48935767287,1297692.1898084008
54400.49808746647,1297826.1005525507
54400.506817260066,1298432.5372537705
